Gene,Signature,Type
CREBBP,Cell Cycle,Cell Function
UBE2C,Cell Cycle,Cell Function
PSMB8,Cell Cycle,Cell Function
H3-3A,Cell Cycle,Cell Function
POLD1,Cell Cycle,Cell Function
SYCP1,Cell Cycle,Cell Function
HDAC2,Cell Cycle,Cell Function
PKMYT1,Cell Cycle,Cell Function
CDK1,Cell Cycle,Cell Function
RAD51,Cell Cycle,Cell Function
ABL1,Cell Cycle,Cell Function
PLK1,Cell Cycle,Cell Function
CDKN1B,Cell Cycle,Cell Function
MAD2L2,Cell Cycle,Cell Function
MDC1,Cell Cycle,Cell Function
FOXM1,Cell Cycle,Cell Function
CDKN1A,Cell Cycle,Cell Function
LYN,Cell Cycle,Cell Function
PCNA,Cell Cycle,Cell Function
RFC4,Cell Cycle,Cell Function
RPA3,Cell Cycle,Cell Function
CDKN2D,Cell Cycle,Cell Function
PRKACA,Cell Cycle,Cell Function
BIRC5,Cell Cycle,Cell Function
SMAD3,Cell Cycle,Cell Function
CDC14B,Cell Cycle,Cell Function
POLD4,Cell Cycle,Cell Function
CHEK2,Cell Cycle,Cell Function
CDK2,Cell Cycle,Cell Function
SMC3,Cell Cycle,Cell Function
NUP107,Cell Cycle,Cell Function
ORC6,Cell Cycle,Cell Function
GADD45A,Cell Cycle,Cell Function
CCND2,Cell Cycle,Cell Function
PRC1,Cell Cycle,Cell Function
PSMB5,Cell Cycle,Cell Function
MYC,Cell Cycle,Cell Function
NDC1,Cell Cycle,Cell Function
TYMS,Cell Cycle,Cell Function
TFDP1,Cell Cycle,Cell Function
MNAT1,Cell Cycle,Cell Function
CDKN1C,Cell Cycle,Cell Function
CHEK1,Cell Cycle,Cell Function
PSMB7,Cell Cycle,Cell Function
MST1R,Cell Cycle,Cell Function
GPR160,Cell Cycle,Cell Function
PTTG1,Cell Cycle,Cell Function
PRKAR2B,Cell Cycle,Cell Function
UBB,Cell Cycle,Cell Function
TMEM45B,Cell Cycle,Cell Function
CDKN2C,Cell Cycle,Cell Function
MCM5,Cell Cycle,Cell Function
CCNA2,Cell Cycle,Cell Function
EP300,Cell Cycle,Cell Function
CCNE2,Cell Cycle,Cell Function
EXO1,Cell Cycle,Cell Function
RPS27A,Cell Cycle,Cell Function
BRCA1,Cell Cycle,Cell Function
SMAD2,Cell Cycle,Cell Function
CDKN2A,Cell Cycle,Cell Function
PPP2CB,Cell Cycle,Cell Function
GADD45G,Cell Cycle,Cell Function
PSMD7,Cell Cycle,Cell Function
HDAC1,Cell Cycle,Cell Function
RAD21,Cell Cycle,Cell Function
MCM7,Cell Cycle,Cell Function
CCND3,Cell Cycle,Cell Function
BRIP1,Cell Cycle,Cell Function
TP53,Cell Cycle,Cell Function
BLM,Cell Cycle,Cell Function
PSMB10,Cell Cycle,Cell Function
H2AX,Cell Cycle,Cell Function
NUF2,Cell Cycle,Cell Function
MCM2,Cell Cycle,Cell Function
PRKDC,Cell Cycle,Cell Function
CDC25B,Cell Cycle,Cell Function
AKT3,Cell Cycle,Cell Function
NBN,Cell Cycle,Cell Function
CDK4,Cell Cycle,Cell Function
ACTR3B,Cell Cycle,Cell Function
MCM4,Cell Cycle,Cell Function
NDC80,Cell Cycle,Cell Function
SPO11,Cell Cycle,Cell Function
CDC25A,Cell Cycle,Cell Function
PTTG2,Cell Cycle,Cell Function
CCNB3,Cell Cycle,Cell Function
SMC1B,Cell Cycle,Cell Function
GSK3B,Cell Cycle,Cell Function
CDC20,Cell Cycle,Cell Function
CCNB1,Cell Cycle,Cell Function
RFC3,Cell Cycle,Cell Function
STAG2,Cell Cycle,Cell Function
TERT,Cell Cycle,Cell Function
PPP2R1A,Cell Cycle,Cell Function
SFN,Cell Cycle,Cell Function
MLH1,Cell Cycle,Cell Function
E2F3,Cell Cycle,Cell Function
WRN,Cell Cycle,Cell Function
E2F1,Cell Cycle,Cell Function
PRKCA,Cell Cycle,Cell Function
RAD50,Cell Cycle,Cell Function
PRKCB,Cell Cycle,Cell Function
PIAS4,Cell Cycle,Cell Function
CDK6,Cell Cycle,Cell Function
PSMB9,Cell Cycle,Cell Function
PSMC4,Cell Cycle,Cell Function
RRM2,Cell Cycle,Cell Function
POLE2,Cell Cycle,Cell Function
MDM2,Cell Cycle,Cell Function
ANLN,Cell Cycle,Cell Function
E2F5,Cell Cycle,Cell Function
SMAD4,Cell Cycle,Cell Function
CENPF,Cell Cycle,Cell Function
JAK2,Cell Cycle,Cell Function
CDC14A,Cell Cycle,Cell Function
ATM,Cell Cycle,Cell Function
TOP2A,Cell Cycle,Cell Function
CDC25C,Cell Cycle,Cell Function
NPM1,Cell Cycle,Cell Function
BRCA2,Cell Cycle,Cell Function
MYBL2,Cell Cycle,Cell Function
PLCE1,Cell Cycle,Cell Function
RB1,Cell Cycle,Cell Function
SLC39A6,Cell Cycle,Cell Function
FEN1,Cell Cycle,Cell Function
TPR,Cell Cycle,Cell Function
PBK,Cell Cycle,Cell Function
AKT2,Cell Cycle,Cell Function
UBC,Cell Cycle,Cell Function
TGFB3,Cell Cycle,Cell Function
AURKB,Cell Cycle,Cell Function
CDC6,Cell Cycle,Cell Function
RBL2,Cell Cycle,Cell Function
RBX1,Cell Cycle,Cell Function
CUL1,Cell Cycle,Cell Function
PIK3R3,Chemokine Signaling,Immune Response
CCL25,Chemokine Signaling,Immune Response
CXCR6,Chemokine Signaling,Immune Response
CHUK,Chemokine Signaling,Immune Response
NFKB1,Chemokine Signaling,Immune Response
CXCR5,Chemokine Signaling,Immune Response
STAT2,Chemokine Signaling,Immune Response
CCL22,Chemokine Signaling,Immune Response
CXCR4,Chemokine Signaling,Immune Response
PPBP,Chemokine Signaling,Immune Response
CXCL6,Chemokine Signaling,Immune Response
HCK,Chemokine Signaling,Immune Response
AKT1,Chemokine Signaling,Immune Response
CCL26,Chemokine Signaling,Immune Response
MAP2K1,Chemokine Signaling,Immune Response
CXCL5,Chemokine Signaling,Immune Response
BAD,Chemokine Signaling,Immune Response
CCL27,Chemokine Signaling,Immune Response
XCR1,Chemokine Signaling,Immune Response
CXCL9,Chemokine Signaling,Immune Response
CCL4,Chemokine Signaling,Immune Response
CCL8,Chemokine Signaling,Immune Response
PIK3CB,Chemokine Signaling,Immune Response
SHC1,Chemokine Signaling,Immune Response
GNG12,Chemokine Signaling,Immune Response
LYN,Chemokine Signaling,Immune Response
PRKACA,Chemokine Signaling,Immune Response
RAF1,Chemokine Signaling,Immune Response
RAC2,Chemokine Signaling,Immune Response
MAPK1,Chemokine Signaling,Immune Response
CXCR3,Chemokine Signaling,Immune Response
IKBKG,Chemokine Signaling,Immune Response
CXCL12,Chemokine Signaling,Immune Response
BRAF,Chemokine Signaling,Immune Response
CCL5,Chemokine Signaling,Immune Response
KRAS,Chemokine Signaling,Immune Response
XCL1/2,Chemokine Signaling,Immune Response
TIAM1,Chemokine Signaling,Immune Response
STAT3,Chemokine Signaling,Immune Response
PIK3R5,Chemokine Signaling,Immune Response
ELMO1,Chemokine Signaling,Immune Response
CCL2,Chemokine Signaling,Immune Response
RASGRP2,Chemokine Signaling,Immune Response
CCL24,Chemokine Signaling,Immune Response
CXCL2,Chemokine Signaling,Immune Response
GNG4,Chemokine Signaling,Immune Response
CCL16,Chemokine Signaling,Immune Response
CCL18,Chemokine Signaling,Immune Response
CXCL14,Chemokine Signaling,Immune Response
CCR3,Chemokine Signaling,Immune Response
CCL14,Chemokine Signaling,Immune Response
PLCB4,Chemokine Signaling,Immune Response
HRAS,Chemokine Signaling,Immune Response
AKT2,Chemokine Signaling,Immune Response
SHC3,Chemokine Signaling,Immune Response
RHOA,Chemokine Signaling,Immune Response
CCL28,Chemokine Signaling,Immune Response
PIK3R1,Chemokine Signaling,Immune Response
IKBKB,Chemokine Signaling,Immune Response
PIK3CD,Chemokine Signaling,Immune Response
CXCL11,Chemokine Signaling,Immune Response
CCR9,Chemokine Signaling,Immune Response
CCL1,Chemokine Signaling,Immune Response
ITK,Chemokine Signaling,Immune Response
GSK3B,Chemokine Signaling,Immune Response
SHC4,Chemokine Signaling,Immune Response
PRKCB,Chemokine Signaling,Immune Response
RELA,Chemokine Signaling,Immune Response
CXCR1,Chemokine Signaling,Immune Response
NFKBIA,Chemokine Signaling,Immune Response
CX3CR1,Chemokine Signaling,Immune Response
PRKACB,Chemokine Signaling,Immune Response
GRB2,Chemokine Signaling,Immune Response
CCL11,Chemokine Signaling,Immune Response
CXCR2,Chemokine Signaling,Immune Response
CXCL16,Chemokine Signaling,Immune Response
ROCK1,Chemokine Signaling,Immune Response
CMKLR1,Chemokine Signaling,Immune Response
CCR2,Chemokine Signaling,Immune Response
CCR7,Chemokine Signaling,Immune Response
CCL3/L1,Chemokine Signaling,Immune Response
PIK3CG,Chemokine Signaling,Immune Response
JAK3,Chemokine Signaling,Immune Response
CCL23,Chemokine Signaling,Immune Response
CXCL8,Chemokine Signaling,Immune Response
CXCL3,Chemokine Signaling,Immune Response
MAPK3,Chemokine Signaling,Immune Response
AKT3,Chemokine Signaling,Immune Response
PLCB1,Chemokine Signaling,Immune Response
RAC3,Chemokine Signaling,Immune Response
PIK3CA,Chemokine Signaling,Immune Response
STAT5B,Chemokine Signaling,Immune Response
CX3CL1,Chemokine Signaling,Immune Response
CCL20,Chemokine Signaling,Immune Response
CCR1,Chemokine Signaling,Immune Response
CCL13,Chemokine Signaling,Immune Response
NRAS,Chemokine Signaling,Immune Response
SOS2,Chemokine Signaling,Immune Response
SHC2,Chemokine Signaling,Immune Response
CCL19,Chemokine Signaling,Immune Response
PRKCD,Chemokine Signaling,Immune Response
STAT1,Chemokine Signaling,Immune Response
GNG7,Chemokine Signaling,Immune Response
GNGT1,Chemokine Signaling,Immune Response
CCR6,Chemokine Signaling,Immune Response
CXCL1,Chemokine Signaling,Immune Response
CCR5,Chemokine Signaling,Immune Response
SOS1,Chemokine Signaling,Immune Response
CCRL2,Chemokine Signaling,Immune Response
PRKACG,Chemokine Signaling,Immune Response
JAK2,Chemokine Signaling,Immune Response
CCR4,Chemokine Signaling,Immune Response
RAC1,Chemokine Signaling,Immune Response
PIK3R2,Chemokine Signaling,Immune Response
CCL17,Chemokine Signaling,Immune Response
CCL15,Chemokine Signaling,Immune Response
CXCL13,Chemokine Signaling,Immune Response
PF4,Chemokine Signaling,Immune Response
CCL7,Chemokine Signaling,Immune Response
CXCL10,Chemokine Signaling,Immune Response
CCL21,Chemokine Signaling,Immune Response
HDAC6,Cilium Assembly,Cell Function
BBS1,Cilium Assembly,Cell Function
PRKAR2B,Cilium Assembly,Cell Function
PLK1,Cilium Assembly,Cell Function
SMO,Cilium Assembly,Cell Function
PRKACA,Cilium Assembly,Cell Function
TUBB,Cilium Assembly,Cell Function
CDK1,Cilium Assembly,Cell Function
TTC30A,Cilium Assembly,Cell Function
PPP2R1A,Cilium Assembly,Cell Function
CREBBP,Circadian Clock,Metabolism
TBL1XR1,Circadian Clock,Metabolism
EP300,Circadian Clock,Metabolism
PPARGC1A,Circadian Clock,Metabolism
UBB,Circadian Clock,Metabolism
CUL1,Circadian Clock,Metabolism
SKP1,Circadian Clock,Metabolism
HIF1A,Circadian Clock,Metabolism
HDAC3,Circadian Clock,Metabolism
NFIL3,Circadian Clock,Metabolism
RORA,Circadian Clock,Metabolism
NR3C1,Circadian Clock,Metabolism
RPS27A,Circadian Clock,Metabolism
MEF2C,Circadian Clock,Metabolism
CREB1,Circadian Clock,Metabolism
ATF2,Circadian Clock,Metabolism
SREBF1,Circadian Clock,Metabolism
PRKAA2,Circadian Clock,Metabolism
UBC,Circadian Clock,Metabolism
NCOR1,Circadian Clock,Metabolism
RBX1,Circadian Clock,Metabolism
RORC,Circadian Clock,Metabolism
CD81,Complement System,Immune Cell Function
C5,Complement System,Immune Cell Function
C1QA,Complement System,Immune Cell Function
C6,Complement System,Immune Cell Function
C9,Complement System,Immune Cell Function
CFP,Complement System,Immune Cell Function
C8A,Complement System,Immune Cell Function
F13A1,Complement System,Immune Cell Function
PLAUR,Complement System,Immune Cell Function
GZMM,Complement System,Immune Cell Function
C5AR1,Complement System,Immune Cell Function
C8G,Complement System,Immune Cell Function
C2,Complement System,Immune Cell Function
ELANE,Complement System,Immune Cell Function
ITGAM,Complement System,Immune Cell Function
THBD,Complement System,Immune Cell Function
CD55,Complement System,Immune Cell Function
SERPINA1,Complement System,Immune Cell Function
CFB,Complement System,Immune Cell Function
CD46,Complement System,Immune Cell Function
MBL2,Complement System,Immune Cell Function
C4B,Complement System,Immune Cell Function
C8B,Complement System,Immune Cell Function
CD59,Complement System,Immune Cell Function
C1QB,Complement System,Immune Cell Function
CFD,Complement System,Immune Cell Function
CRP,Complement System,Immune Cell Function
CR2,Complement System,Immune Cell Function
SERPINB2,Complement System,Immune Cell Function
CR1,Complement System,Immune Cell Function
C4BPA,Complement System,Immune Cell Function
CLU,Complement System,Immune Cell Function
PLAU,Complement System,Immune Cell Function
CD19,Complement System,Immune Cell Function
CFI,Complement System,Immune Cell Function
MASP1,Complement System,Immune Cell Function
ITGB2,Complement System,Immune Cell Function
PLAT,Complement System,Immune Cell Function
A2M,Complement System,Immune Cell Function
MASP2,Complement System,Immune Cell Function
SERPING1,Complement System,Immune Cell Function
F12,Complement System,Immune Cell Function
C3,Complement System,Immune Cell Function
C3AR1,Complement System,Immune Cell Function
C1S,Complement System,Immune Cell Function
FCN1,Complement System,Immune Cell Function
ITGAX,Complement System,Immune Cell Function
C1R,Complement System,Immune Cell Function
C7,Complement System,Immune Cell Function
PRF1,Cytotoxicity,Immune Response
GZMM,Cytotoxicity,Immune Response
GZMH,Cytotoxicity,Immune Response
GZMK,Cytotoxicity,Immune Response
GZMB,Cytotoxicity,Immune Response
GZMA,Cytotoxicity,Immune Response
CD33,Dendritic Cells,Immune Cell Function
TLR7,Dendritic Cells,Immune Cell Function
SIGLEC5,Dendritic Cells,Immune Cell Function
HSP90B1,Dendritic Cells,Immune Cell Function
BST2,Dendritic Cells,Immune Cell Function
TREM2,Dendritic Cells,Immune Cell Function
CLEC5A,Dendritic Cells,Immune Cell Function
IL3RA,Dendritic Cells,Immune Cell Function
LILRA3,Dendritic Cells,Immune Cell Function
TLR9,Dendritic Cells,Immune Cell Function
TREM1,Dendritic Cells,Immune Cell Function
LILRA4,Dendritic Cells,Immune Cell Function
ITGAX,Dendritic Cells,Immune Cell Function
CD22,Dendritic Cells,Immune Cell Function
CLEC4C,Dendritic Cells,Immune Cell Function
SIGLEC8,Dendritic Cells,Immune Cell Function
ADGRE1,Dendritic Cells,Immune Cell Function
CD83,Dendritic Cells,Immune Cell Function
BATF3,Dendritic Cells,Immune Cell Function
SOX11,Differentiation,Cell Function
RPL23,Differentiation,Cell Function
PSMB2,Differentiation,Cell Function
FOXA2,Differentiation,Cell Function
KDM6A,Differentiation,Cell Function
ITGA2B,Differentiation,Cell Function
MAPK14,Differentiation,Cell Function
RUNX1,Differentiation,Cell Function
LEP,Differentiation,Cell Function
COL4A5,Differentiation,Cell Function
LYN,Differentiation,Cell Function
ALCAM,Differentiation,Cell Function
ITGB1,Differentiation,Cell Function
LRRN3,Differentiation,Cell Function
TAL1,Differentiation,Cell Function
TCF3,Differentiation,Cell Function
CXCR4,Differentiation,Cell Function
ACVR1C,Differentiation,Cell Function
EGFR,Differentiation,Cell Function
TGFB1,Differentiation,Cell Function
CD24,Differentiation,Cell Function
RPS6KA5,Differentiation,Cell Function
PSMB5,Differentiation,Cell Function
AKT1,Differentiation,Cell Function
CREB1,Differentiation,Cell Function
PSEN2,Differentiation,Cell Function
POLR2A,Differentiation,Cell Function
CEBPA,Differentiation,Cell Function
COL4A3,Differentiation,Cell Function
MAP2K1,Differentiation,Cell Function
ELOB,Differentiation,Cell Function
CACNG4,Differentiation,Cell Function
TIAM1,Differentiation,Cell Function
EPHA2,Differentiation,Cell Function
CACNB3,Differentiation,Cell Function
PRKACB,Differentiation,Cell Function
KLF4,Differentiation,Cell Function
PSMB8,Differentiation,Cell Function
MPPED1,Differentiation,Cell Function
MAPK11,Differentiation,Cell Function
PRKX,Differentiation,Cell Function
H3-3A,Differentiation,Cell Function
NOTCH1,Differentiation,Cell Function
ACVR1B,Differentiation,Cell Function
COL6A3,Differentiation,Cell Function
HES1,Differentiation,Cell Function
MET,Differentiation,Cell Function
HDAC2,Differentiation,Cell Function
SPINK5,Differentiation,Cell Function
LEFTY1,Differentiation,Cell Function
PIK3R3,Differentiation,Cell Function
EP300,Differentiation,Cell Function
PIK3CB,Differentiation,Cell Function
DSC3,Differentiation,Cell Function
POU5F1,Differentiation,Cell Function
PKP3,Differentiation,Cell Function
NKX2-1,Differentiation,Cell Function
L1CAM,Differentiation,Cell Function
SOX10,Differentiation,Cell Function
CDKN1A,Differentiation,Cell Function
EFNA1,Differentiation,Cell Function
KMT2D,Differentiation,Cell Function
PBX1,Differentiation,Cell Function
NFKB1,Differentiation,Cell Function
PRKACA,Differentiation,Cell Function
SMAD3,Differentiation,Cell Function
ITGA1,Differentiation,Cell Function
MAPK12,Differentiation,Cell Function
MAML2,Differentiation,Cell Function
PAK5,Differentiation,Cell Function
APH1B,Differentiation,Cell Function
ITGA5,Differentiation,Cell Function
COL5A1,Differentiation,Cell Function
CD36,Differentiation,Cell Function
MAPK1,Differentiation,Cell Function
LEFTY2,Differentiation,Cell Function
GATA2,Differentiation,Cell Function
KRT18,Differentiation,Cell Function
GSK3B,Differentiation,Cell Function
KRT1,Differentiation,Cell Function
MYC,Differentiation,Cell Function
PAK3,Differentiation,Cell Function
PRKCA,Differentiation,Cell Function
CSF3R,Differentiation,Cell Function
TFDP1,Differentiation,Cell Function
MIA,Differentiation,Cell Function
H2AX,Differentiation,Cell Function
KRT6A/B/C,Differentiation,Cell Function
RELN,Differentiation,Cell Function
RGMB,Differentiation,Cell Function
STAT3,Differentiation,Cell Function
EZH2,Differentiation,Cell Function
LEF1,Differentiation,Cell Function
CREBBP,Differentiation,Cell Function
MYB,Differentiation,Cell Function
PSMB7,Differentiation,Cell Function
ROCK1,Differentiation,Cell Function
COL6A6,Differentiation,Cell Function
JUN,Differentiation,Cell Function
COL2A1,Differentiation,Cell Function
ITGB3,Differentiation,Cell Function
MED12,Differentiation,Cell Function
GRB7,Differentiation,Cell Function
PPL,Differentiation,Cell Function
DMBT1,Differentiation,Cell Function
SHC1,Differentiation,Cell Function
PRKACG,Differentiation,Cell Function
CACNA1D,Differentiation,Cell Function
PSMC4,Differentiation,Cell Function
KMT2C,Differentiation,Cell Function
CACNA1G,Differentiation,Cell Function
KRT10,Differentiation,Cell Function
KAT2B,Differentiation,Cell Function
POLR2H,Differentiation,Cell Function
CEBPB,Differentiation,Cell Function
ERBB2,Differentiation,Cell Function
CXCL12,Differentiation,Cell Function
PSEN1,Differentiation,Cell Function
RHOA,Differentiation,Cell Function
CTNNB1,Differentiation,Cell Function
POLR2J,Differentiation,Cell Function
COL5A2,Differentiation,Cell Function
DSP,Differentiation,Cell Function
PIK3CD,Differentiation,Cell Function
TNF,Differentiation,Cell Function
NODAL,Differentiation,Cell Function
EFNA2,Differentiation,Cell Function
UBC,Differentiation,Cell Function
SOX2,Differentiation,Cell Function
PSMB10,Differentiation,Cell Function
PTPN11,Differentiation,Cell Function
PRKAR2A,Differentiation,Cell Function
LAMA1,Differentiation,Cell Function
E2F1,Differentiation,Cell Function
GRIN1,Differentiation,Cell Function
CEBPE,Differentiation,Cell Function
PPARG,Differentiation,Cell Function
ACTB,Differentiation,Cell Function
KRT7,Differentiation,Cell Function
KRT19,Differentiation,Cell Function
CCND3,Differentiation,Cell Function
MNX1,Differentiation,Cell Function
CDK2,Differentiation,Cell Function
HDAC3,Differentiation,Cell Function
MAPK8,Differentiation,Cell Function
ASCL1,Differentiation,Cell Function
JUP,Differentiation,Cell Function
SMAD4,Differentiation,Cell Function
NRP1,Differentiation,Cell Function
COL3A1,Differentiation,Cell Function
CACNA1C,Differentiation,Cell Function
CDH2,Differentiation,Cell Function
RPS6KA6,Differentiation,Cell Function
PPARGC1A,Differentiation,Cell Function
RPL7A,Differentiation,Cell Function
ABL1,Differentiation,Cell Function
PTPRC,Differentiation,Cell Function
PSMB9,Differentiation,Cell Function
EFNA3,Differentiation,Cell Function
RPS6,Differentiation,Cell Function
CACNB4,Differentiation,Cell Function
AKT3,Differentiation,Cell Function
PIK3R2,Differentiation,Cell Function
